gnd,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
117413674,Sieber,Elisabeth,Sieber Elisabeth,Dresden,Dresden,1866-01-23,1944-04-17,Trenkler-Sieber Elisabeth,"Basel, Birsigstrasse 83 I, geboren in Dresden am 23. Januar 1866 als Tochter eines Kaufmannes und","‒ Am Silberhochzeitsmorgen. Festsp. 16. (90) Leipzig 1894, Ph. Reclam jr. –.20 ‒ Ausgekniffen. Solosp. Ebda. –.20 ‒ Der Osterhase. Festsp. Ebda. –.20 ‒ Gedenktafeln für Familie u. Haus zur Aufzeichng. alter u. neuer Erinnergn. m. Begleit-Versen. 4. (196 m. farb. Umrahmgn.) Elberfeld 1895, S. Lucas, geb. 12.– ‒ Im Reich der Winterfee. Weihnachtsfestsp. Leipzig, Ph. Reclam jr. –.20 ‒ Karnevalszauber. Fastnachtssp. Ebda. –.20 ‒ Nach dem Hochzeitsfest. Solosp. Ebda. –.20 ‒ Prinzessin Tausendschön. Weihnachtsmärchen. (Manuskript.) –.20 ‒ Rittmeisters Fränzchen. Sololustsp. Berlin 1890, Ed. Bloch. 1.– ‒ 's Resl von der Kampenalm. Solosp. Leipzig 1890, Ph. Reclam jr. –.20 ‒ Was Mütterchen vom Liebling weiss. Erinnerungsblätter a. d. Kindes Lebenslauf m. Begleitversen. 4. (128 m. farb. Ornamenten u. 3 farb. Photogr.-Umrahrmgn.) Elberfeld 1894, S. Lucas. geb. 9.– u. 13.– ‒ Wjera. Drama in 2 Akten. 1896. (Manuskript.) –.20",.,.,.,.,.,.,.,.,.,.,.,.
133892956,Siebert,Anna,Siebert Anna,Worms,Worms,1855,1911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117035572,Siecke,Frl. Hedwig,Siecke Hedwig,Rohrlack,.,1847-06-03,1922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116813156,Sieckmann,Margarethe,Sieckmann Margarethe,Minden (Westf),Minden (Westf),1873-09-24,1944-12-18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11735967X,Siedler,Frl. Johanna,Siedler Johanna,Neustettin,.,1835-02-17,1904-01-10,Siedler Johanna,"Epheu-Ranken. Novellen u. Erzählgn. für die weibl. Iagend. 8. (291) Berlin 1862, Winckelmann & Söhne. 3.–","‒ Festblumen, Erzählungen, Märchen u. Sagen für Kinder. 8. (346 m. 8 Lith.) Ebda. 1870. 3.50 ‒ Festspiel zur Sedanfeier in Mädchenschulen. 8. (34) Ebda. 1880. –.60 ‒ Germanias Huldigung. Festsp. zu Kaisers Geburtstag für Mädchenschulen. 8. (20) Berlin 1891, Potsdam, A. Stein. –.30; Schulausg. –.20 ‒ Gruss der Städte. Festsp. zu Kaisers Geburtstag für Mädchenschulen. 8. (26) Berlin 1895, L. Oehmigkes Verlag. –.50 ‒ Haideblumen. 4 Erzählgn. für die weibl. Jugend. 8. (210) Berlin 1895, Winckelmann & Söhne. 2. Aufl. geb. 3.– ‒ Hänsel u. Gretel. Märchendichtg. (Textbuch.) 12. Aufl. Breslau 1883, Hainauer. –.20 ‒ History of English literature. For the use of ladies' schools and seminaries. Leitfaden für den Unterricht in der engl. Litteraturgeschichte für höhere Mädchenschulen, Lehrerinnen-Bildungsanstalten u. Fortbildungskurse. 6. Aufl. 8. (114) Würzburg, K. W. Krüger. geb. 1.60 ‒ Königin Luise. Dichtg. (Textbuch.) Kassel 1891, I. Weber. –.20 ‒ Miranda. Novellen u. Erzählgn. für Mädchen. 2. Aufl. 8. (242) Berlin 1860, Winckelmann & Söhne. 2.75 ‒ Readings from the best Engl. authors in poetry and prose. For the use of schools and of private students. 8 (396) Ebda. 1886. 3.– ‒ Seeröslein, die Meerjungfrau. Ein Cyklus von Gesängen u. Deklamation als verbind. Text. Frei nach dem Andersenschen Märchen gedichtet. Für 3 stimm. Chor (2 Sopran u. Alt.) Soli u PJanoforte komponiert von Bohm. Op. 343. Vollständ. Textbuch. 8. (27) Breslau 1894, I. Hainauer. –.30 ‒ Unser Wilhelm. Dichtg. Selbstverlag 1896. 1.– ‒ Wilhelm der Grosse. Dichtg. 4. Aufl. Selbstverlag 1897. 1.–",.,.,.,.,.,.,.,.,.,.,.,.
104875913X,Siess,Frau Anna,Siess Anna,.,.,1854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118765272,Sieveking,Amalie Wilhelmine,Sieveking Amalie Wilhelmine,.,.,1794-07-25,1859-04-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1154465411,Sievert,Auguste,Sievert Auguste,.,.,1824,1897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117386243,Silling,Frl. Marie Elise,Silling Elise Marie,Stettin,Dresden,1845-12-22,1936-06-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1208775022,Simon,Anna,Simon Anna,Leipzig,Breslau,1826-02-01,1847-12-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105509931X,Simon,Frau Antonie,Simon Antonie,.,.,1814,1893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11739470X,Simon,Emma,Simon Emma,.,Berlin,1848-08-08,1934-05-05,Vely Emma,"Berlin, Maassenstrasse 14, Tochter eines Hugenottenabkömmlings, des Waffenfabrikanten Couvely, geboren 8. August 1848 zu Braunsfeld bei Wetzlar. Als sie drei Iahre alt war, verlor sie ihren Vater, worauf die Mutter mit den Kindern wieder nach Hannover in ihr Elternhaus übersiedelte. Emma kam später zu einer Tante in Herzberg am Harz. Mit neun Iahren ging sie nach Hannover zurück, um eine höhere Töchterschule zu besuchen. Einem glühenden Wunsche zur Bühne zu gehen, widersetzte sich die Mutter und so wurde sie Erzieherin. Als solche, in einem Forsthause Westfalens, dichtete sie mit neunzehn Iahren ihre erste Novelle, welche in der »Stuttgarter Familienzeitung« unter dem Pseudonym E. Vely, der Halbierung ihres Vatersnamens, zum Abdruck gelangte. Sie vermählte sich in Stuttgart mit dem Verlagsbuchhändler C. F. Simon und lebt verwitwet in Berlin. Für ihr historisches Werk »Herzog Karl von Württemberg und Franziska von Hohenheim« erhielt sie die grosse goldene Medaille für Kunst und Wissenschaft am Bande des Ordens der Württembergischen Krone. Grosse Reisen haben sie nach dem Orient, Amerika und Westindien geführt; in ihrem Salon in Berlin versammelt sie einen Kreis von Berufsgenossen, Künstlern und anderen interessanten Menschen. Ihre einzige Tochter Lolo Vely ist Schauspielerin (s. diese).",.,Vely Emma,"Alles wohl an Bord! Rom. 8. (208) Mannheim 1896, I. Bensheimers Verlag. 4.–","‒ Am Strand der Adria. Novellen. 8. (264) Stuttgart 1873, Simon. 4.50 ‒ Assunta. Nov. 2. Aufl. 16. (109) Herzberg a. H. 1880, Simon. geb. 8.– ‒ Auf Irrwegen. Rom. 3 Bde. 2. Aufl. 8. (708) Leipzig 1881, Simon. 12.– ‒ Beim Schnee. Lustsp. in 1 Akt. 8. (42) Herzberg a. H. 1877, Simon. –.75 ‒ Das Fräulein. Rom. in 2 Bdn. 8. (329) Mannheim 1895, I. Bensheimers Verlag. 5.–; geb. 7.– ‒ Das Wieschen. Rom. 8. (258) Ebda. 1894. 5.– ‒ Der Gnadenlöhner. Volksstück. 1888. ‒ Die Erbin des Herzens. Rom. 3 Tle. in 1 Bd. 2. Aufl. 8. (797) Leipzig 1881, Simon. 3.– ‒ Die Kinder der Frau von Bland. Rom. 2 Bde. 8. (495) Herzberg a. H. 1880, Simon. 8.– ‒ Die Wahlverlobten. Rom. 8. (288) Leipzig 1883, Simon. 4.– ‒ Dorfluft. Erzählgn. (Auf der rauhen Alp. Adams zweite Frau. Bärbele. Der Gnadenlöhner.) 2 Bde. 8. (797) Ebda. 1885. 10.– ‒ Drei Generationen. Rom. in 4 Abteilgn. 3 Bde. 8. (888) Ebda. 1882. 13.50 ‒ Eine Walpurgisnacht. Waldmärchen. 16. (55) Stuttgart 1872, Neff. geb. 2.70 ‒ Episoden. Rom. 2 Bde. 8. (590) Leipzig 1884, Simon. 9.– ‒ Gelb-Stern. Rom. 1. Bd. 8. (256) Breslau 1897, Schlesische Buchdruckerei, Kunstu. Verlagsanstalt. 3.–; geb. 4.– ‒ GratJana. Eine Harzgeschichte. 16. (140) Herzberg a. H. 1879, Simon. 2.50; geb. 3.– ‒ Herodias. Rom. 2 Bde. 8 (480) Leipzig 1883, Simon. 8.– ‒ Herzog Karl von Württemberg u. Franziska von Hohenheim. 3. Aufl. 8. (440) Herzberg a. H. 1877, Simon. 5.–; geb. 6.– ‒ Immaculata. Rom. 8. (147) Breslau 1880, Schottländer. 3.50 ‒ Josa Dario. Schausp. 1887. ‒ Kämpfe u. Ziele. Rom. 4 Bde. 2. Aufl. 8. (1025) Herzberg a. H. 1879, Simon. 15.– ‒ Kleine Füsse. Rom. 8. (144) Mannheim 1892, I. Bensheimers Verlag. 3.–; geb. 4.– ‒ Leier u. Palette. Geschichten aus dem Dichteru. Künstlerleben. 2. Aufl. 16. (222) Stuttgart 1880, Simon. 3.–; geb. 4.– ‒ Malaria. Rom. 8. (277) Breslau 1890, Schlesische Verlags-Anstalt. 4.50; geb. 5.50 ‒ Medusa. Rom. 8 (265) Ebda. 1895. 3.–; geb. 4.– ‒ Meereswellen. Ein venetJan. Märchen. 2. Aufl. 16. (154) Herzberg a. H. 1877, Simon. geb. 3.– ‒ Meute. Rom. 8. (240) Berlin 1896, R. Taendler. 4.– ‒ Schiffbruch. Rom. 8. (260) Leipzig 1885, Simon. 3.– ‒ Sie büsst. Rom. 8. (170) Mannheim 1892, I. Bensheimers Verlag. 3.–; geb. 4.– ‒ Sonnenstrahlen. Ein Märchen. 16. (162) Leipzig 1881, Simon. geb. 1.– ‒ Sport. Rom. 8. (301) Breslau 1888, Schottländer. 4.50; geb. 5.50 ‒ Spottdrossel. Rom. 8. (327) Mannheim 1891, I. Bensheimers Verlag. 4.– ‒ Südlicher Himmel. Novellen. 8. (313) Leipzig 1882, Simon. 5.–; geb. 6.– ‒ Verschneit – verweht. Rom. 8. (192) Herzberg a. H. 1881, Simon. 4.–; geb. 5.– ‒ Wandelbilder aus der Berliner Gesellschaft. 1. Bd. Adams Söhne – Evas Töchter. 8. (303) Breslau 1890, Schottländer. 5.–; geb. 6.– ‒ Wandelbilder von der Landstrasse. 2. Bd. Armenhäusler. 8. (319) Breslau 1893, Schlesische Buchdruckerei, Kunst u. Verlagsanstalt. 4.50; 1. u. 2. 9.50; Einbde. à 1.– ‒ Weggenossen. Nov. 8. (156) Ebda. 1896. –.75; geb. 1.– ‒ Wer sühnt's? Rom. 8. (304) Mannheim 1891, I. Bensheimers Verlag. 4.–",Vely Emma,"Wolkenteilung. Nov. (Unterwegs u. daheim.) 8. (194) Breslau 1898, Schlesische Buchdruckerei. –.75; geb. 1.– Siehe auch Band II.",.,.,.,.,.,.,.
118614479,Simon,Helene,Simon Helene,Düsseldorf,London,1862,1947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138258139,Simon,Marie,Simon Marie,.,.,1849-08-31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11739954X,Simson,Anna,Simson Anna,.,.,1835-08-20,1916-03-14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117403059,Sinnhold,Philippine,Sinnhold Philippine,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038567041,Sloët,Leon,Sloët Leon,.,.,1856-05-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121287939,Smissen,E,Smissen E.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117635871,Sochatzy,Fanny,Sochatzy Fanny,.,.,1861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117442534,Soden,Frl. Eugenie von,Soden Eugenie,Esslingen am Neckar,.,1858-10-21,1930-03-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,Baden-Baden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117452386,Soemmering,Frau Sophie,Soemmering Sophie,Mainz,Frankfurt am Main,1838-04-14,1920-03-26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117453072,Sohr,Amélie,Sohr Amélie,Loschwitz,.,1815-04-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117452203,Söllner,Frl. Ottilie,Söllner Ottilie,.,.,1841-02-13,1925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139220373,Solms-Rödelheim,verw,Solms-Rödelheim Mathilde,.,.,1813,1860,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117477850,Sommer,Clara,Sommer Clara,Leipzig,Haarlem,1843-04-25,1928-07-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1281754382,Sommerfeld,Annie,Sommerfeld Annie,Berlin,Bern,1857-10-01,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012363929,Sonntag,Hans,Sonntag Hans,Ulm,.,1849-11-25,1917-01-29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1245875353,Sophie-Wilhelmine,.,Sophie-Wilhelmine,Gunzenhausen,Bad Boll,1834-07-05,1878-10-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117483982,Sostmann,Anna Wilhelmine Elise,Sostmann Wilhelmine Anna Elise,Hannover,Hamburg,1788-09-21,1864-09-30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117480932,Spangenberg,Pauline,Spangenberg Pauline,Marburg,Marburg,1830-04-20,1892-08-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117485993,Späth,Charlotte,Späth Charlotte,.,.,1798,1871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117215139,Spättgen,Doris,Spättgen Freiin von,Breslau,Breslau,1847-07-29,1925-10-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11748170X,Spaur,Gräfin Therese von,Spaur Therese,.,.,1814,1873-03-27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1218047453,Speth,Anna,Speth Anna,.,Günzburg,1807-05-01,1861-07-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116389699,Speyer,Mathilde,Speyer Mathilde,Speyer,München,1833-07-22,1912-05-05,Speyer Mathilde,"Die Geschichte von dem Rotkehlchen. Dem Engl. nacherzählt. 8. (64 m. 6 farb. Bildern n. 58 Textillustr.) Nürnberg 1897, Th. Stroefer. –.60 Ergänzg. zu Mathilde Speyer. Band II.",.,.,.,.,.,.,.,.,.,.,.,.,.
117484741,Spier,Frau Anna,Spier Anna,Frankenthal (Pfalz),Göttingen,1852-07-16,1933-12-28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117490199,Spies,Hermine,Spies Hermine,Weilburg,Wiesbaden,1857-02-25,1893-02-26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143143492,Spörlin,Margarete,Spörlin Margarete,Mülhausen,Mülhausen,1800-07-19,1882-09-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143806904,Sprengel,Auguste,Sprengel Auguste,Waren (Müritz),Berlin-Friedenau,1847-08-09,1934-10-21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1031351493,Sprengel,Frl. Clementine,Sprengel Clementine,Libau,.,1849-04-05,1919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1260694305,Springer,Frl. Marie,Springer Marie,.,.,1826-06-28,1907-10-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118616455,Spyri,Frau Johanna,Spyri Johanna,Hirzel,Zürich,1827-06-12,1901-07-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1053265417,Staacke,Frl. Ida,Staacke Ida,Neustadt in Holstein,Neustadt in Holstein,1830,1909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117194379,Stackelberg,Freiin Natalie von,Stackelberg Natalie,.,Dresden,1819-07-27,1902-05-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117195146,Stadelmann,Frau Marie,Stadelmann Marie,.,.,1830,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117205346,Stadlin,Josephine,Stadlin Josephine,Zug,Zürich,1806-03-19,1875-06-26,Zehnder Josephine,"geb. Stadlin Idee u. Macht der menschlichen Entwicklung von Pestalozzi. Zeit u. Vorzeit von Pestalozzis Entwickelung. Bearb. von I. Z. 1. Bd. 8. (830) Gotha 1875, Thienemann. 1.50","‒ Pädagogische Beiträge. 8. (136) Leipzig 1863, Brandstetter. 1.20",.,.,.,.,.,.,.,.,.,.,.,.
118786962,Stägemann,Elisabeth,Stägemann Elisabeth,Königsberg,.,1799-05-11,1891-12-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1136091661,Stahl,Arthur,Stahl Arthur,Friedberg (Hessen),Bad Nauheim,1869-05-01,1929-10-03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1313119040,Steffahny,Hermine,Steffahny Hermine,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1205325859,Stein,Marie,Stein Marie,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014596262,Stein,Paul,Stein Paul,.,.,1855-05-24,.,Stein Paul,Leopolds Irrfahrten. Rom. 2 Bde. 2. Ausg. 8. (679) Ebda. 1869. 6.–,‒ Novellistische Gemälde aus Stadt und Land. 2 Bde. 8. (563) Ebda. 1861. 8.– ‒ Dasselbe. 2. Ausg. Ebda. 1864. 6.–,.,.,.,.,.,.,.,.,.,.,.,.
1175437999,Stein,Sophie,Stein Sophie,.,.,1771,1817,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117490237,Stein,Wilhelmine,Stein Wilhelmine,Wien,.,1778-06-22,1819-09-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104821561X,Steinborn,Elisabeth von,Steinborn Elisabeth,.,.,1849,.,Stolle Rose,"verw. Amtsrat, Ps. Elisabeth v. Steinborn, Wilmersdorf bei Berlin, Berlinerstrasse 135, wurde am 6. Oktober 1849 auf dem Rittergute Steinbach bei Züllichau geboren. Ihr Vater war der Regierungsrat Max Krause. Ihre Mutter war ausgezeichnet durch künstlerische Talente. Schon in zartester Kindheit verlor sie dieselbe durch den Tod. Mit 13 Iahren kam sie nach Berlin in ein Pensionat. Ihren Vater, der sich inzwischen wieder verheiratete, verlor sie in ihrem 15. Lebensjahre. Nach der Konfirmation kam sie nach dem zweiten Gut ihres Vaters, Griesel, woselbst sie mit ihrer Stiefmutter zusammen lebte. Rose beschäftigte sich dort, wo sie einsam und zurückgezogen lebte, viel mit Lektüre und dem Studium fremder Sprachen. Im Oktober 1867 lernte sie auf einer kleinen Festlichkeit ihren späteren Gatten, den Domänenpächter, nachherigen Königlichen Amtsrat, Fritz Stolle, kennen. Im Juli 1868 wurde sie dessen Gattin. Aus der Ehe gingen 4 Kinder hervor. 1892 verlor sie den Gatten durch den Tod. Von da ab widmete sie sich der Schriftstellerei. Verschiedene Artikel und Gedichte von ihr sind in Frauenzeitungen und in der »Deutschen Warte« erschienen. Werke s. auch Elisabeth v. Steinborn.","‒ Der Antisemitismus im Lichte d. gläubigen Christentums. 8. (16) Berlin, H. Mamroth. –.50 ‒ Die geschlechtliche Erziehung und Belehrung der weiblichen Jugend. Ein Wecku. Mahnruf an Mütter u. Erzieher. 8. (85) Leipzig 1893, Max Spohr. 1.50 ‒ Sklavenketten der Frauen. 8. (89) Ebda. 1893. 1.50 ‒ Vom Manne. Nach der Natur, 12. (275) Berlin 1897, Hugo Steinitz. 2.–",.,.,.,.,.,.,.,.,.,.,.,.
1096472414,Steinsdorfer,Frau Mathilde,Steinsdorfer Mathilde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1278075747,Stephan,Frl. Marie,Stephan Marie,Bojanowo,.,1866-08-02,[XXXX],.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1070239615,Stern,Detlef,Stern Detlef,Schwerin,Schwerin,1837,1919,Strempel Dora,"Ps. Detlef Stern, Konstantinopel, Faïk Pascha, geboren den 11. November 1837 in Schwerin als Tochter des ersten Bürgermeisters Friedrich Strempel. Ihre Jugend verlief sorglos und fröhlich. Sie dichtete schon in der Schule und benutzte ihr Talent zur Verherrlichung sämtlicher Polterabendfeste und Geburtstage. Mitten in das fröhlichste Jugendtreiben hinein fiel der Tod ihres Vaters. Das änderte ihr ganzes Leben mit einem Schlage. Während des nunmehr gebotenen Stilllebens fing sie ernstlich an zu schreiben. Eine kleine Novelle »Vom Venusdurchgang« hatte nicht allein als solche, sondern auch später als Lustspiel bearbeitet, Erfolg. Ein Roman wurde ihr von Janke zurückgeschickt. Nachdem auch ihre Mutter starb, ging sie, schon ein ziemlich altes Mädchen, ins Ausland, um dort, wie so viele unvermögende Beamtentöchter, ihr Fortkommen zu suchen. Ein Aufenthalt auf Sicilien zeitigte den Roman »ohne Heimat und Glauben«, der jedoch lange im Kasten ruhte; das gleiche Schicksal hatte der in Neapel entstandene Roman »Götzendienst der Schönheit«. Erst Konstantinopel war es vorbehalten, ihr den Stoff zu einem Werke zu liefern, welches ihr die Schriftstellerlaufbahn eröffnete. »Hypathia« wurde von Janke angenommen, der dann später auch ihre anderen Romane veröffentlichte. Seit 16 Iahren ist sie in der Hauptstadt des Türkenreiches ansässig und hat als Korrespondentin der »Täglichen Rundschau« über alle kritischen Phasen, welche das Land in dieser Zeit durchlaufen hat, getreulich berichtet. Werke s. Detlef Stern.",.,.,.,.,.,.,.,.,.,.,.,.,.
117462608,Sternau,Marie von,Sternau Marie,.,.,1783-03-05,1838-05-21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1289685827,Stiefenhofer,Frau Rosine,Stiefenhofer Rosine,Rottenburg-Ergenzingen,.,1827-06-08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11725908X,Stilke,Hermine,Stilke Hermine,Eupen,Berlin,1804-03-03,1869-05-23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117262994,Stille,Karoline,Stille Karoline,.,.,1782-06-12,1834-05-30,Thiesen Charlotte,"Ps. Karoline Stille, geboren 1782 zu Schwartau im Fürstentum Lübeck, gestorben den 30. Mai 1834 in Eutin.",.,.,.,.,.,.,.,.,.,.,.,.,.
117259896,Stinde,Conradine,Stinde Conradine,.,.,1856-12-30,1925-01-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136765866,Stobbe,Frau Ulrike Emilie,Stobbe Ulrike Emilie,.,Königsberg,1845-08-03,1919-05-30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118755455,Stöcker,Helene,Stöcker Helene,Elberfeld,"New York, NY",1869-11-13,1943-02-24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126540047,Stöckert,Frl. Fanny,Stöckert Fanny,.,Potsdam,1844-11-05,1908-09-06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117261564,Stockhausen,Fanny,Stockhausen Fanny,Solingen,Düsseldorf,1846-09-23,1916-11-26,Stockhausen Fanny,"Düsseldorf, Sedanstrasse 1, geboren den 23. September 1846 in Solingen als Tochter des königlichen Notars Franz Stockhausen. Seit 1860 in Düsseldorf wohnhaft. Fanny Stockhausen ist Mitarbeiterin verschiedener Frauenblätter, seit 1888 Werke s. auch Band II, S. 337.","‒ Aus Luthers Brunnenstube. Lieder zum 10. Nov. 8. (96) Barmen 1883, Hugo Klein. Kart. 1.50 ‒ Malbuch für das kleine Volk. Übersetzg. d. Kate Greeneway. München 1881, Th. Ströfer. kart. 1.50; geb. 2.50",.,.,.,.,.,.,.,.,.,.,.,.
139307605,Stöger,Anna,Stöger Anna,.,.,1821,1864,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117301248,Stolberg-Stolberg,Gräfin Luise zu,Stolberg-Stolberg Luise,.,.,1799-01-13,1875-08-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117304700,Stosch,Helene,Stosch Helene,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101077025,Stosch-Reclam,Frau Marie Henriette,Stosch-Reclam Marie Henriette,Rheinsberg-Linow,Berlin,1739,1799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1228090130,Strachwitz,Martha,Strachwitz Martha,Zürich,Dornach,1865-11-23,1950-05-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049667921,Strachwitz,Gräfin Nora,Strachwitz Nora,.,.,1858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135318661,Stradal,Frau Hildegard,Stradal Hildegard,Wien,Halle (Saale),1864-05-05,1948-08-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117398225,Straka,Frau Emilie,Straka Emilie,.,.,1854-09-03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117274992,Strand,Gabriel,Strand Gabriel,.,.,1835-09-01,1919-04-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1076870988,Strantz,Minna von,Strantz Minna,Białystok,Berlin,1808-04-02,1885-04-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118630954,Strauss und Torney,Luise von,Strauss und Torney Luise,Bückeburg,Jena,1873-09-20,1956-06-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
121852687,Streitberg,Gräfin Gisela von,Streitberg Gisela,Königsberg,.,1844,1927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140856634,Strempel,Elis,Strempel Elis,Rostock,Schwerin,1840,1909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049309367,Stricker,Caroline,Stricker Caroline,Warschau,Prag,1792,1846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117676802,Stritt,Frau Marie,Stritt Marie,Schäßburg,Dresden,1855-02-18,1928-09-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1049743458,Strohsal,Fanny,Strohsal Fanny,Fels am Wagram,.,1849,1898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012770079,Stromeyer,Helene,Stromeyer Helene,Hannover,Karlsruhe,1834-08-26,1924-03-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117349062,Struve,Amalie,Struve Amalie,Mannheim,"New York, NY",1824,1862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139515038,Sturmhoefel,Nahida,Sturmhoefel Nahida,.,.,1822,1889,Sturmhoefel Nahida,Libertamärchen.,"‒ Neulatein als Weltsprache. Ein Vorschlag. 8. (24) Berlin 1884, Walter & Apolant. –.50 ‒ Offenbarungen für Alle. 8. (39) Leipzig 1867, Priber. –.50 ‒ Vergessene Lieder. 8. (120) Leipzig 1888, Fock. 1.50; geb. 2.50",.,.,.,.,.,.,.,.,.,.,.,.
103513599X,Stutzer,Frau Therese,Stutzer Therese,Ilsenburg (Harz),Bonn,1841-05-14,1916-06-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13363390X,Sühring-Bardey,Frau Anna,Sühring-Bardey Anna,Berlin-Rummelsburg,.,1861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117381705,Susan,Friederike,Susan Friederike,.,.,1784,1848,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118938150,Sutro-Schücking,Kathinka,Sutro-Schücking Kathinka,.,"New York, NY",1834-10-24,1910-03-24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
