gnd,werk
123197082,Was die Kleinen freut. 5 Bilderbüchlein mit Gedichten u. Erzählgn. 8. (à 16) Ebda. 1892. à Heft n .16
123197082,Was kann eine Mutter ihre Kinder lehren? 8. (141) Ebda. 1889. 1.; geb. 1.60
123197082,Wir wollen Ihm die Krippe schmücken. Ein Weihnachtsbüchlein. 12. (40) Ebda. 1891. n .25
123197082,"Zum Sonnabend. Erlebtes u. Erzähltes. 3. Aufl. 8. (142) Ebda. (1891, 92) 1897. n 1.; geb. n 1.60"
1049760670,Die Heirat auf Befehl. Histor. Lustsp. 1883.
117327379,"Chapelle-Gaugain. 1. u. 2. Abt. 8. Görlitz 1855, 1857, Remer."
118759418,"Heinr. Schliemanns Selbstbiographie, herausgegeben u. vervollständigt von Sophie Schliemann. 2. Ann. 8. (100) Leipzig 1892, Brockhaus. 3.; geb. 4."
103872743X,"Das verlorene Kind. Vaterl. Schauspiel. 16. (87) Aarau 1898, H. R. Sauerländer & Co. .80"
1055098747,"Am Astjärw. Livländ. Sage. 8. (157) Riga 1889, Reval, F. Kluge. n 3."
1055098747,"Auf Rammnitz. 8. (187) Riga 1889, Kymmels Sortim. n 2."
1055098747,"Gedichte. 8. (160) Riga 1894, Reval, F. Kluge. n 3."
117501867,"Aus schwerer Zeit. Erzählg. f. jung u. alt. 8. (230) Leipzig 1895, F. Riehm. n 1.85; geb. 2.20"
117501867,"Louise Otto Peters, die Dichterin u. Vorkämpferin für Frauenrecht. Ein Lebensbild. Von Aug. Schmidt u. Hugo Rösch. U. d. Presse."
117501867,"Neue Bahnen. Organ d. allgemeinen deutschen Frauenvereins. 33. Bd. Iahrg. 1898 24 Nrn. 4. (No. 1 10) Leipzig, M. Schäfer. n 3."
117501867,Tausendschönchen. 8. (243) Leipzig 1868. Rötschke. 3.
117501867,Veilchen. Novellenstrauss. Bd. 2. 8. (206) Ebda. 3.
1272533948,"Festlieder zur Bismarck-Feier. 8. (6) Leipzig 1895, I. Milde. .10"
1272533948,"Gern gesehene Gäste. Eine Sammlung von Gelegenheits-Gedichten zum Vortragen od. Schreiben. 8. (116) Berlin 1896, F. A. Günthers Zeitungsverlag. nn 1.30"
1272533948,"Iubelsang u. Feierklang! Zum 100. Geburtstage Sr. Maj. Kaiser Wilhelm I. 8. (32 m. 2 Bildern.) Leipzig 1897, I. Milde. .20"
117502502,Agamemnon. Von Aeschylos. Übers. 1857.
117502502,Bacchantinnen. Von Euripides. Übers. 1869.
117502502,Brandenburgs erster Friedrich. Histor. Schausp. 1861.
117502502,"Drei Dramen. (Der Genius u. die Gesellschaft. Macchiavelli. Peter der Grosse u. sein Sohn.) 8. (255) Berlin 1856, Lass. n 4.50"
117502502,Elektra. Von Euripides. Übers. 1857.
117502502,"Iudas Ischarioth. Dramat. Gedicht. 16. (96) Leipzig 1879, Ph. Reclam jr. n .20"
117502502,Oedipus in Kolonos. Von Sophokles. Übers. 1857.
117502502,Paganini. Melodrama. 1846.
117502502,Prometheus. Von Aeschylo. Übers. 1855.
117502502,Stein u. Napoleon. Drama. 1870.
117502502,Vögel. Von Aristophanes. Übers. 1869.
117502502,"Zeitgenossen. Rom. 3 Bde. 8. (681) Berlin 1866, Ianke. 12."
1053050976,"Aus der Kinderzeit. 5 Erzählg. für meine kleinen Freunde. 3. Aufl. 8. (164 m. 4 Farbdr.) Stuttgart 1895, Süddeutsches Verlags-Institut, geb. n 3."
1053050976,"Das Wunderglöckchen. Märchenspiel. 12. (22) Berlin 1895, E. Bloch. .50"
1053050976,Der Grossmutter Erzählungen. 2 Aufl. 1887.
1053050976,"Dreissig Iahre nach Backfischchens Kaffeekränzchen. 4 Erzählgn. f. junge Mädchen von 1417 Iahren. 8. (120 m. Illustr.) Stuttgart 1888, Süddeutsches Verlags-Institut. geb. n 3."
1053050976,Hausmütterchen. 2 Erzählgn. f. meine jungen Freundinnen. 8. (146 m. 3 Farbdr. Bildern) Ebda. 1897. geb. n 2.
1053050976,In Backfischchens Kaffeekränzchen. 4 Erzählgn. 3. Aufl. 8. (179 m. 4 Farbdr.) Ebda. 1895. geb. n 3.
1053050976,Wendelgard. Erzählg. f. junge Mädchen. 12. (174) Ebda. 1891. geb. n 3.
1053050976,"Zwei deutsche Knaben im Iahre 1870. Schausp. 12. (20) Berlin 1895, E. Bloch. .50"
116472790,"Charakterbilder ans der Weltlitteratur. Gedichte. Wiesbaden 1898, Lützenkirchen & Bröcking. 3.; geb. 4."
116472790,"Der Saligen Gast. Alpenidylle nach einer Tiroler Volkssage. 2. Aufl. 8. (52) Wiesbaden 1888, Bischkopff. n 1.20"
116472790,Die Hochzeitsreise auf dem Gardasee. Nov. 2. Aufl. 8. (173) Ebda. 1890. geb. 2.
116472790,"Die Perle vom Königstein. Poetische Erzählg. 2. Aufl. 8. (34) Wiesbaden 1887, Bischkopff. n 1."
116472790,"Die Rosen von Meran in 5 Gesängen u. e. Anh.: Frauenemanzipation. Nov. nach e. wahren Begebenheit. 3. Aufl. 16. (174) Wiesbaden 1890, Bischkopff in Kommission. geb. n 2.50"
116472790,Germanias Feier. Lustsp. in 3 Akten. Ebda. 1884.
105349758X,"Die Abenteuer des Telemach. Übers. des Fénélon. 5 Hefte. (400) Leipzig 1876, 1877, Violet. n .50"
10428563X,"Die Familie Sternberg. Erzählg. 8. (172) Leipzig 1851, Iackowitz. n 2.40"
10428563X,"Gedichte. 8. (194) Düsseldorf 1846, Buddeus, n 2.50"
1216357471,"Unter Eichen u. Palmen. Lebensbild aus der Heimat u. den Treten, 8. (344) Berlin 1887, Ianke. n 2."
116837357,"Aus Österreich. Bagatellen. 8. (258) Wien 1895, L. W. Seidel & Sohn. 6."
116837357,"Aus Österreich. Nov. (Wohlf. Ausg.) 8. (285) Stuttgart 1894, Deutsche Verlagsanstalt. 1.50; geb. 1.75"
116837357,Dasselbe. Ebda. 1890. n 4.
116837357,"Biographie des Grossvaters d. Verf. u. Gedichte. (Aus Österreich.) 2. Aufl. 8. (208) Wien 1889, Seidel & Sohn. n 6."
116837357,Gastein. 3. Aufl. 1.
116837357,"Stephansturm. Iubiläumskalender. Mit Autographen fürstlicher Persönlichkeiten. Wien 1897, Selbstverlag der Verfasserin. eleg. geb. 5."
116129859,Ada und Paoletto. Von Rosalie Loveling. Übers. 1880.
116129859,Akbar. Von Limburg-Brouwer. Übers.
116129859,"Amazone. Rom. von K. Vosmaer. 8. (358) Stuttgart 1884, Deutsche Verlags-Anstalt. n 5."
116129859,Aus dem indischen Leben. 1879.
116129859,Frauengestalten der griechischen Sage und Dichtung. 8. (392 m. H.) Leipzig 1879. L. Fernau. n 9.; geb. n 12.
116129859,"Geschichte der niederländischen Litteratur. Mit Benutzung der hinterlassenen Arbeit von F. v. Hellwald verfasst und durch Proben veranschaulicht. 8. (868) Leipzig 1887, Friedrich. n 12.; geb. n 13.50"
116129859,Iephtha. Von v. d. Vondel.
116129859,Niederländische Legende des 15. Iahrh von Beatrys. Übers.
116837217,"Aus alten Tagen. Eine epische Erzählg. 12. (127) Stuttgart 1885, Deutsches Volksblatt. 1.50; geb. 2.50"
116837217,"Frau Wendelgard. Epische Erzählg. 12. (120) Ravensburg 1893, Dorn. (F. Alber.) 2.; geb. 3.50"
116837217,"Gedichte. 2. Aufl. der »Wellen vom Bodensee«. 8. (148) Paderborn 1889, F. Schöningh. 2.; geb. 3."
116837217,"Irmentrud. Welfensage. Rom. Ravensburg 1898, Dorn (F. Alber). 2.50; geb. 3.50"
116837217,"Wellen vom Bodensee. Gedichte. 8. (139) Sigmaringen 1882, Tappen. 1.50"
104330058,"Autographen u. Erinnerungen. 8. (339 m. Autogr. u. 1 Musikbeilage) Bremen 1893, C. E. Müller. 4.80; geb. 6."
104330058,"Das Margarethenbuch. Eine Erzählg für die jüngere Mädchenwelt. 2. Aufl. 8. (447) (1875) 1876, Braunschweig, I. Zwissler. geb. 4."
104330058,"Unter fünf Königen u. drei Kaisern. Unpolit. Erinnergn. e. alten Frau. 2. Aufl. 8. (342 m. 3 Bildern) Glogau 1891, C. Flemming. geb. 6."
115341269,"Art zu Art. Rom. 2 Bde. 8. (228, 242 u. 280) Berlin 1897, O. Ianke. 12."
115341269,"Aschenbrödel. Rom. 8. (358) Berlin 1889, Schorer. 4."
115341269,Dasselbe. Ebda. 1889. 2.
115341269,"Auf der grossen Landstrasse. Rom. 3 Bde. 8. (727) Berlin 1893, O. Ianke. 12."
115341269,Das Grösste auf Erden. Eine Geschichte vom Strande. 8. (132) Ebda. 1889. 1.
115341269,"Das Kind der Strasse. Rom. 3. Aufl. 8. (261) Berlin 1894, Leipzig, P. List. 3.60; geb. 4.50"
115341269,"Dasselbe. Berlin 1889, Schorer. 1.50"
115341269,"Deklassiert. Rom. 3 Bde. 8. (712) Berlin 1896, O. Ianke. 12."
115341269,Durch eigene Schuld. Rom. 8. (284) Ebda. 1889. 2.
115341269,Eine verrufene Frau. Rom. 3 Bde. 8. (712) Ebda. 1898. 12.
115341269,Einst. Eines Thoren Paradies. 2 Erzählgn. 8. (140) Ebda. 1889. 1.
115341269,Flecken auf der Ehre. Rom. 3 Bde. 8. (731) Ebda. 1889. 10.
115341269,"Fürstlich Blut. Rom. 8. (287) Berlin 1888, Schorer. 3.60"
115341269,Dasselbe. Ebda. 1889. 1.50
115341269,"Kreuzdorn. Rom. 2 Bde. 2. Aufl. 8. (372) Dresden 1889, E. Pierson. 6."
115341269,"Dasselbe. Berlin 1898, O. Ianke."
115341269,"Künstlerblut. Rom. 3 Bde. 8. (758) Leipzig 1892, P. List. 9.; geb. 13."
115341269,"Künstlergewissen. Erzählg. 8. (135) Berlin 1889, Ianke. 1."
115341269,Madame Diane. Erzählg. 8. (79) Ebda. 1889. .50
115341269,Marquise Rose. Rom. 8. (270) Ebda. 1889. 2.
115341269,Moderne Ehen. Rom. 3 Bde. 8. (717) Ebda. 1895. 12.
115341269,Ulanenliebe. Rom. 2. Aufl. 8. (314) Ebda. 1895. 2.
115341269,"Dasselbe. 8. (255) Berlin 1887, R. Eckstein Nachfolger. 2."
116852755,"Prinzen-Märchen. 4. (112 m. 8. Vollbildern in Photograv. u. 73 Textillustr.) Leipzig 1890, Titze. geb. m. Goldschn. 20."
116852755,"Unser Teufelchen u. andere Novellen. 8. (403) Dresden 1892, E. Pierson. 5."
116852755,"Wer will sie richten? Rom. m. Bildnis. (140) Berlin 1898, R. Eckstein Nachf. .75"
1159716285,"Antike Denkmäler u. Gebräuche. Übersetzg. aus dem Ital. der Gräfin Dr. Ersilia Lovatelli Caëtani. 8. (108) Leipzig 1896, G. Freund. 2."
1159716285,"Nach der Hochzeit. Von Neera. Übersetzg. 8. (142) Stuttgart 1893, Deutsche Verlags-Anstalt. 1.; geb. 1.50"
1159716285,"Rom. Illustr. Prachtwerk. 4. Wien 1898, E. Engel."
116868295,"Der Internationale Kongress für Frauenwerke u. Frauenbestrebungen Berlin 1896, eine Sammlung der auf dem Kongress gehaltenen Vorträge u. Ansprachen. Herausgegeben von Rosalie Schoenfliess, Lina Morgenstern, Minna Cauer, Ieannette Schwerin, Marie Raschke. Berlin 1897, H. Walther. 3."
116857307,Die Wartburg u. Eisenach in Sage u. Geschichte. 1881.
116857307,Nummer 97. Rom. 1886.
116857307,Pater Anselm. Rom. 1887.
116911832,"Bunte Märchen. 2. Aufl. 12. (166) Leipzig 1896, G. Fock. Miniatur-Geschenk-Ausgabe geb. m. Goldschn. 1.50"
116911832,"Klumpe-Dumpe u. andere Märchen. 12. (82) Hamburg 1892, Verlagsanstalt u. Druckerei, Aktien-Gesellschaft. 1.20"
116911832,Liebeswirren. Nov. 8. (227) Ebda. 1893. 3.
105334774,"Aus Tieru. Menschenleben. 25 Federskizzen zur Erheiterg. v. jung u. alt. 4. Wien 1896, L. Schönberger. In Mappe 5."
11880510X,"Die Tante. Rom. 2 Bde. Leipzig, Ph. Reclam Iun. .20"
11880510X,"Iugendleben u. Wanderbilder. 2 Bde. 2. Ausg. 8. (708) Braunschweig 1848, Westermann. 4.50"
126706832,Märchentante. Die. Märchen u. Erzählgn. 18. Aufl. 12. (128 m. 5 farb. Bildern) Prämiiert v. k. k. preussischen Kultusministerium. Wesel 1891. W. Düms. kart. .75
126706832,Unsere Dienstboten von C. G. u. C. S. Broschüre.
126706832,"Verfall Der des Staates durch den Staat. Beitrag zur sozialen Frage. 5. Aufl. 8. (28) Leipzig 1885, Pfau. .50"
126706832,"Waldwächter. Der. 8. (125) Weimar 1890, Iüngst & Co. .50"
126706832,"Wie stellt man lebende Bilder? Angaben zur Stellg. leb. Bilder v. C. S. m. Gedichten v. Frida Schanz u. Dr. Rob. Bertin. 12. (32) Halberstadt 1893, Ernst. .75"
126706832,"Zauberlande Aus dem. Märchen f. Knaben u. Mädchen. 8. (55 m. 2 Taf.) Leipzig 1895, Th. Weber. 1."
126706832,"Zur Männerfrage! Ein offenes Wort. 8. (24) Leipzig 1897, A. Bleier Verlag Nachf. Ioh. Eckell. .75"
1074105532,Nanni. 1878.
130148148,"Phantasie u. Zeit. Gedichte. 16. (151) Berlin 1850, Schneider & Co. 1.50"
118795422,"Häusliche Beschäftigungen u. Gartenarbeit als Erziehungsmittel im Pestalozzi-Fröbel-Hause zu Berlin W., Steinmetzstrasse 16. 8. (90) Berlin 1893, Rosenbaum & Hart. 1.20"
117041009,Eine Wienerin in Paris. 1882.
117041009,"Eva. Naturalistische Studien e. Idealistin. 8. (155) Dresden 1893, E. Pierson. 3."
117045586,"Antonie. Rom. 3 Bde. Berlin 1898, R. Taendler. U. d. Presse."
117045586,"David Beronski. Rom. Kürschners Bücherschatz. Berlin 1897, Hillger."
117045586,"Graf Eszterházy. Rom. 8. (310) Iena 1895, H. Costenoble. 4."
117045586,"Italienisches. 6 Novellen. 8. (278) Heidelberg 1891, Winter. 4.50; geb. 5.50"
117045586,"Mira. Rom. Berlin 1898, R. Taendler. U. d. Presse."
117045586,"Sühne, Die. Rom. in 3 Bdn. 8. (712) Berlin 1887, O. Ianke. 10."
117045586,"Wechselspiel, Im, des Lebens. Rom. 8. (374) Berlin 1892, O. Ianke. 5.; wohlf. Ausg. 2."
1236820606,"Bekehrten Ungläubigen, Die. Lustsp. 1876."
1236820606,Intriguen. Schausp. 1876.
1236820606,"Lügner, Der, u. sein Sohn. Posse. Ein in Gedanken stehen gebliebener Regenschirm. Schwank. 16. (45) Leipzig 1876, Ph. Reclam jr. .20"
1236820606,Nur eine Gastrolle. Lustsp. 1881.
1236820606,Verheiratet wider Willen. Lustsp. 1876.
1236820606,Wahn u. Liebe. Lustsp. 1882.
1035136015,"Im Wald und auf der Haide. Rom. 8. (310) Iena 1893, H. Costenoble. 5.; geb. 6.20"
1035136015,"Isabel. Rom. 8. (324) Breslau 1883, Schottländer. 3.; geb. 4."
1035136015,"Lady Sybille. Rom. 2 Bde. 8. (599) Dresden 1895, K. Reissner. 7.; geb. 9."
1035136015,"Schloss am Meere, das. Rom. 8. (206) Breslau 1882, Schottländer. geb. 4."
117081914,"Blumensprache. 1.5. Lfg. 4. (à 4 Chromolith.) Lahr 1883, Schauenburg. à 4.; Leinw.-Mappe dazu 3."
117081914,"Das Zeichnen als ein ästhet. Bildungsmittel. 8. (16) Frankfurt a. M. 1853, Literarische Anstalt. .45"
117081914,"Der Herr ist mein Hirte. Blumenkarten mit Sprüchen. 12. (6 Chromolith.) Leipzig 1881, Böhme. 1."
117081914,"Fremde und Heimat. Denksprüche in Wort u. Bild. Fol. (11 Chromolith. u. 1. Bl. Text.) Frankfurt a. M. 1869, Sauerländer. in Mappe 31."
117081914,"Gebet des Herrn, Das. Ausg. f. Kath. (8 Chromol.) Ausg. f. Protest. (9 Chromol.) Düsseldorf 1864, Schulte. à 6."
117081914,"Herbarium Urnamentum. 1. Heft. Fol. (6 Lith.) Karlsruhe 1861, Creuzbauers Verlag. 10.50"
117081914,"Iahresblüten. Fol. (13 Chromol.) Karlsruhe 1869, Bielefeld. in Mappe 34."
117081914,"In Freud und Leid. Denksprüche m. Initialen. 3. Aufl. 4. (19 Bl. in Farbendr. u. 4 Text.) Frankfurt a. M. 1871, Sauerländers Verlag. in Mappe 19.20"
117081914,"Kinder-Gebete, alphabetisch geordnet u. illustriert. 16. (27 Chromol.) Frankfurt 1880, Völcker. geb. 3."
117081914,"Neue Muster für Schnür-Stickerei. Fol. (6 Bl.) Frankfurt a. M. 1851, Iügels Verlag. 3."
117081914,"Penaten. 4. (19 Steintaf., wovon 10 in Buntdr.) Düsseldorf 1871, Breidenbach & Co. geb. 36."
117081914,"Sechs Bilder zu Don Quixote. Fol. (6 Kupferst.) Gotha 1863, Haendeke & L. 4.50; chin. Papier 6.; in gr. Fol. 18."
117081914,"Um Lieb' und Kunst. Denksprüche m. Initialen. 4. (12 Chromolith. n. 1 Bl. Text.) Frankfurt a. M. 1867, Sauerländer. in Mappe 27."
117116262,"Das Leben der Studentinnen in Zürich. 3. Aufl. 8. (28) Berlin 1894, R. Boll. .25"
117116262,Die Brunnen in der Schweiz. 1885.
117116262,Or San Micchele in Florenz. Eine denkwürdige Stätte der Kulturund Kunstgeschichte.
117109029,"Gedichte. Breslau 1812, Wilh. Gottlieb Korn."
117116955,"Maximum. Rom. aus Monte Carlo. 8. (332) Stuttgart 1896, Deutsche Verlags-Anstalt. 6.; geb. 7."
117116955,O du mein Österreich! Rom. 3. Aufl. 8. (745) Ebda. 1897. 10.; geb. 13.
117116955,"Schatten. Nov. 8. (160) Stuttgart 1893, I. Engelhorn. .50; geb. .75"
117116955,"Thorschlusspanik. Erzählg. 4. Aufl. 8. (257) Dresden 1895, H. Minden. 4.; geb. 5."
117116955,"Toter Frühling. Erzählg. 2 Bde. 2. Aufl. 8. (502) Braunschweig 1893, Gr. Westermann. 10.; geb. 12."
117116955,"Unheimliche Geschichten. 2. Aufl. 8. (179) Dresden 1891, Minden. 2.; geb. 3. ‒ »Unter uns«. Rom. in 3 Büchern. 5. Aufl. 8. (328) Berlin 1898, Gebr. Paetel. 6.; geb. 7.50"
117116955,"Wenn's nur schon Winter wär'! Rom. Stuttgart 1897, Deutsche Verlags-Anstalt. 6.; geb. 7."
117116955,"Woher tönt dieser Missklang durch die Welt? Rom. 3 Bde. 8. (819) Braunschweig 1894, G. Westermann. 12.; geb. 15."
132244829,"Iocelyn. Tagebuch e. Dorfpfarrers. Ep. Dichtg. Übersetzg. d. A. de Lamartine. 8. (353) Hamburg 1880, Grüning. 3.60; geb. 5."
11712477X,"‒ Ännchens frische Schneeglöckchen. Frei nach dem Engl. erzählt. 12. (40) Basel 1886, Spittler. .20"
11712477X,"Blöde Matthias, Der. Frei nach dem Engl. erzählt. 12. (51) Ebda. 1887. .30"
11712477X,"Epikuräer, der, von Thomas Moore. Aus dem Engl. übers. 12. (136) Coserow 1896, Gebrüder Schlechter. .60"
11712477X,"Erich od. Schritt für Schritt. Aus dem Engl. 8. (198) Misdroy 1893, R. Schück. 2."
11712477X,"Kunst der Schönheitspflege, die. Praktische Winke u. Ratschläge. 6. Aufl. 8. (93) Ebda. 1893. 1."
11712477X,"Lebensgeschichte von M. F. Drögmund. Nach mündlichen Berichten bearbeitet. Kollektion »Olla potrida«. 8. (105 m. 1 Bildnis) Coserow 1896, Gebrüder Schlechter (E. Schück). 2."
11712477X,"Letzte Troubadour, der. Kollektion »Olla potrida«. 8. (60) Ebda. 1887. .40"
11712477X,Sein guter Engel. Kollektion »Olla potrida«. 8. (78) Ebda. 1896. .75
11712477X,Zwei Tage in Cadenabbia. Kollektion »Olla potrida«. 8. (49) Ebda. 1896. .40
11721468X,"Marie, Königin v. Bayern. Ein Lebensbild. 4. (70 m. Abbildgn.) München 1892, H. Korff Nachfolger. 2.25"
11721468X,Dasselbe. 2. Aufl. 8. (94 m. Abbilbgn. u. Bildnis) 1894. 1.20; geb. 2.
1141826380,"Denkmäler der Liebe. Für die weibl. Iugend. 8. (325 m. 2 L.) Wismar 1869, Hinstorff. 3.; geb. 4."
117223107,"Das Haus des Blinden. Ein Sang aus dem Riesengebirge. Dresden 1898, M. Laue. U. d. Presse."
117223107,"Das neue Leben und die gesammelten lyrischen Gedichte von Dante Alighieri. In den Versmassen der Urschrift ins Deutsche übertragen von I. Wege. Stereotyp. Ausgabe. 16. (118) Leipzig 1879, Ph. Reclam jr. .20; geb. .60"
117223107,Die Fabeln von Iean de Lafontaine. Ins Deutsche übertragen von I. Wege. Stereotyp. Ausgabe. 16. (280) Ebda. 1883. .60; geb. 1.
117223107,"Die Lebensgeschichte, Abenteuer, Erfahrungen u. Beobachtungen David Copperfields des Iüngeren aus Blunderstone, Krähengenist von Charles Dickens. Ins Deutsche übertr. v. I. W. Sterotyp. Ausg. 2 Bde. 16. (1092) Ebda. 1882. 1.60; geb. 2.25"
117223107,"Lalla Rookh, ein oriental. Gedicht v. Th. Moore. In den Versmassen des Originals ins Deutsche übertr. v. I. W. Stereotyp. Ausg. 16. (205) Ebda. 1880. .40; geb. .80"
117284106,"Franzosengeschichten. 3 Nov. Dresden 1898, Carl Reissner. 3."
117284106,"Holde Siebzehn. Erzählg. für junge Mädchen. 2 Aufl. 8. (414 m. 6 Tonbildern) Bielefeld 1897, Velhagen & Klasing. geb. 5.50"
117284106,Im Aquarium. Nov. 1876.
117284106,"Inge von Rantum. Eine Sylter Nov. 4. Aufl. 8. (264) Koblenz 1895, W. Groos. geb. 4."
117284106,"In Moor u. Marsch. Rom. aus dem Iahre 1812. 8. (442) Bielefeld 1893, Velhagen & Klasing. geb. 5.50"
117284106,Iugendparadies. Eine wahre Geschichte für die Kinder u. ihre Freunde. 8. (326 m. 6 Bildern) Ebda. 1895. geb. 5.50
117284106,"Kein Gitter hindert Cupido. Rom. 8. (265) Dresden 1897, Carl Reissner. 3.; geb. 4."
117284106,L'Omicida. Il Bricconcello. 2 Novellen. 8. (315) Ebda. 1895. 5.; geb. 6.
117284106,"Mellas Studentenjahr. Eine Backfischgeschichte. 2. Aufl. 8. (302 m. 6 Tonbild.) Bielefeld 1897, Velhagen & Klasing. geb. 5.50"
117284106,Mit dem Glücksschiff. Eine Geschichte zu Wasser n. zu Lande für junge Mädchen. 8. (345 m. 6 Bildern.) Ebda. 1896. geb. 5.50
117284106,"Pave, der Sünder. Eine Geschichte aus Dalmatien. 8. (347) Stuttgart 1896, Deutsche Verlags-Anstalt. 5.; geb. 6."
117284106,"Pfadfinder. 2 Erzählgn. 8. (400) Bielefeld 1889, Velhagen & Klasing. 3."
117284106,"Russische Sagen. In freier Nachdichtg. 8. (63) Gotha 1885, F. A. Perthes. 5."
117284106,"So wachsen deiner Seele Flügel! Rom. 2. Aufl. 2 Bde. (569) Stuttgart 1897, Deutsche Verlagsanstalt. 6. ‒ u.  Türkische Liebeslieder. Duette. Ebda."
117284106,"Weltkind. Eine Idylle aus dem Rheingau. 12. (248) Dresden 1896, C. Reissner. 3.; geb. 4."
117284106,"Wenn man liebt. Eine Geschichte in 4 Büchern. 8. (392) Bielefeld 1892, Velhagen & Klasing. geb. 5."
117284106,"Zwei Novellen. (Tote Kohlen. Il Pomo d'oro.) 8. (308) Gotha 1883, F. A. Perthes. 4."
117293962,"Du und deine Hausgenossen. 8. (117) Ravensburg 1897, Otto Maier. 1.25; geb. 1.80"
117293962,"Eine glückliche Familie. Eine hübsche Geschichte u. Anleitg., wie Kinder im Haushalte helfen u. zum Glück der ihrigen beitragen können. 8. (148) Stuttgart 1896, Levy & Müller. geb. 2.50"
117293962,"Ich gratuliere! Sammlg. von Gelegenheitsgedichten, kleinen Scherzen u. Aufführgn. zu Familienfesten f. uns. Kinderwelt. 8. (122) Leipzig 1883, Spamer. 2.; kart 2.50"
117293962,"Lottchen und Gertrud od. Grossmutters Holzpuppe u. der Enkelin Wachspuppe. Vergleichende Erzählg. in Reimen aus der guten alten Zeit u. der Neuzeit, 8. (128) Ebda. 1885. 2.; kart. 2.50"
117293962,"Mütterchens Hilfstruppen. Eine hübsche Geschichte u. Anleitg., wie Knaben u. Mädchen im Haushalte helfen können. 8. (156) Stuttgart 1895, Levy & Müller. geb. 2.50"
117293962,Schulleben. Eine Geschichte für jung u. alt zum Lachen u. Weinen. 8. (158) Ebda. 1897. geb. m. Schwamm 3.
1206955341,Dasselbe. 2. Aufl. 8. (165 m. 6 Farbdr.) Ebda. 1895. geb. 3.
1144986044,"‒ 's Seeröserl. Erzählg. Mit Titelbild. 8. (45 m. Bildnis.) Lübeck, Verlag der Novellen-Bibliothek. .50"
117316504,"Ein verlorener Vater. Charakterlustsp. von A. Dumas, bearbeitet von Sch.-Br."
117325937,"Fata Morgana. Dichtungen. 8. (160) München 1894, Münchner Handelsdruckerei u. Verlagsanstalt M. Poessl. 2."
101226713X,Blumenstudien. Nach der Natur gemalt. 1.6. Heft. Fol. (à 6 Steintaf.) Ebda. 185865. à 5.
101226713X,"Dasselbe. 1. Heft 2. Ausg. 1., 7. u. 8. Heft. Fol. (à 6 L.) Ebda. 186669. à 5."
101226713X,Neue Anleitg. z. Blumenmalen. 1. u. 2. Heft. Fol. (12 L.) Ebda. 1865. à 4.50
