identifier,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
unidentified01745,Mews,Auguste Elise  ,Mews Auguste Elise,.,.,.,.,"Mews, Frau Elise Auguste, Ps. A. Hermanny, Berlin, Am Königsgraben 18, am 5. April 1834 als Tochter des Kaufmanns und Senators Kerkow zu Friedland in Mecklenburg-Strelitz geboren, erhielt sie ihre Erziehung teils im elterlichen Hause, eine höhere Töchterschule besuchend, teils als Pensionärin eines verwandten ländlichen Pfarrhauses. Ihre harmlos-glücklich daheim verlebten Mädchenjahre endeten, als sie 1856 mit dem Architekten, Lieutenant der Landwehr, Mews, aus Neigung den Ehebund schloss. Das erste Decennium desselben floh ihr in angenehmen Verhältnissen schnell dahin. Dann wurde ihr Lebensweg ein vielfach verschlungener. Der Krieg von 1866 riss ihren Gatten aus seiner Laufbahn und brachte grosse pekuniäre Verluste. Gegenwärtig bekleidet der Gatte den Posten eines Polizeihauptmanns in Berlin. Die mannigfachen Eindrücke und Erlebnisse dieser Zwischenzeit suchte Frau E. M. mit der Feder festzuhalten. Aus dem Rufnamen ihres Gatten schuf sie sich einen solchen für ihre litterarischen Arbeiten und schickte diese hinaus in die Welt. Ernst Keil, der Redakteur der Gartenlaube, überraschte sie am Weihnachtsmorgen 1875 durch die Nachricht der Annahme einer Kriminalgeschichte und das erste ganz erkleckliche Honorar. Keil war auch der einzige, der ihr Geschlecht vermutete; alle andern Redakteure, mit denen sie später in schriftliche Verbindung trat, nahmen sie als männlichen Mitarbeiter auf. Skizzen, Humoresken, Novelletten, Kriminalgeschichten, plattdeutsche Löschen, Beschreibungen von Hoffestlichkeiten, Charakterzüge vom Kaiser, Kronprinzen u.a.m. lieferte sie an verschiedene Blätter ein: »Gartenlaube«, »Neues Blatt«, »Salon-Musikzeitung«, »Damenwelt« u.a.m. Sechs Jahre war sie bei den von Rudolf von Gottschall redigierten »Blätter für litterarische Unterhaltung« thätig, plattdeutsche Novitäten besprechend. Schwere Krankheitsjahre drängten ihr nach und nach die Feder aus der Hand. Werke s. A. Hermanny.",.,.,.,.,Friedland,Strelitz,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01746,Meyer,v. Schauensee Luise ,Meyer v. Schauensee Luise,.,.,.,.,"Meyer v. Schauensee, Luise, verehelichte Zünd, geboren den 8. September 1829 zu Luzern.","‒ Der alte Soldat. Erzählg. 8. (46) Leipzig 1865, I. H. Robolsky. nn –.50 ‒ Der Knabe vom Berg. Erzählg. 12. (348) Zürich 1861, Woerl. geb. à 1.20 ‒ Ein Sturm auf dem Vierwaldstättersee. 16. (62) Einsiedeln 1861, Eberle & Rickenbach. nn –.10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01747,Meyer-Housselle,Charlotte   ,Meyer-Housselle Charlotte,.,.,.,.,"Meyer-Housselle, Frau Charlotte, Ps. Fritz Schott, Berlin N., Ackerstrasse 133 I, Meyershof, lebt in sehr glücklichen Lebensund Familienverhältnissen. In ihren Mussestunden schreibt sie unter dem Pseudonym Fritz Schott Novellen, Erzählungen und Skizzen, die unter anderen in der »Täglichen Rundschau« erschienen sind.",.,.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01749,Meyer,Auguste Fräulein  ,Meyer Auguste Fräulein,.,.,.,.,"Meyer, Fräulein Auguste, Düsseldorf Königsplatz 21, ist in Düsseldorf geboren und hat das Lehrerinexamen für höhere Töchterschulen bestanden. Ihre Gedichte sind auch in Anthologieen veröffentlicht.","‒ Dichten und Denken. Gedichte. 8. (143) Stuttgart 1886, Deutsche Verlags-Anstalt, n 3.–; geb. m. Goldschn. n 4.50",.,.,.,Düsseldorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01751,Meyer,Sarah   ,Meyer Sarah,.,.,.,.,"Meyer, Sarah, geboren in Berlin, gestorben den 11. Dezember 1828 zu Oranienburg.",.,.,.,.,Oranienburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01753,Meyer,Theodora   ,Meyer Theodora,.,.,.,.,"Meyer, Theodora, geb. Franck, Ps. Th. M., geboren am 28. August 1852, gestorben am 1. Dezember 1884.",‒ Dein Wort ist meines Fusses Leuchte. Erzählg. 1885. ‒ Tröpflein für das Meer der Lieder. Gedichte. 1877.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01754,Meyn,Juliane   ,Meyn Juliane,.,.,.,.,"Meyn, Juliane. Die Spielkameraden. Erzählg. 12. (63) Wien, A. Pichlers Wwe. & Sohn. –.70","‒ Magische Figuren. 12. Ebda. 1.– ‒ Theaterstücke. Von Rich. Faust, Hans Frauengruber, I. M. u. Helene Stökl. 12. (92) Ebda. 1893. n –.80",.,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01755,Meynier,Luise   ,Meynier Luise,.,.,.,.,"Meynier, Luise, geboren 27, April 1766 in Erlangen.",.,.,.,.,Erlangen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01758,Michaut,Sophie   ,Michaut Sophie,.,.,.,.,"Michaut, Sophie, Görlitz, Luisenstrasse, geboren in Berlin, entstammt einer Emigrantenfamilie. Sie widmete sich dem Lehrberuf, verliess das Elternhaus mit achtzehn Jahren und sah als Erzieherin ein schönes Stück Welt. 26 Jahre lag sie ihrem Beruf in verschiedenen Formen ob, bis sie sich endgültig in Görlitz selbständig gemacht hat und auch schriftstellerisch thätig ist. Bei Eduard Trewendt in Breslau erschienen vier Bändchen von ihr in der Jugendbibliothek. Auch die Leipziger Allgemeine Modenzeitung brachte zahlreiche Novellen aus ihrer Feder.","‒ Der Witwe Trost. Eine Erzählg. für die Jugend. 8. (131 mit 1 Titelbild.) Breslau 1896, E. Trewendt. –.60; kart. –.75; geb. –.90 ‒ Gehe hin und thue desgleichen. Erzählg. für die Jugend. 8. (135 mit 1 Titelbild) Ebda. 1895. –.60; kart. –.75; geb. –.90 ‒ Hoffnung lässt nicht zu Schanden werden. Erzählg. für die Jugend. 8. (143 mit 1 Titelbild) Ebda. 1894. –.60; kart. –.75; geb. –.90 ‒ Zu Weihnachten. – In guter Schule. Ebda. 1897. kart. –.75",.,.,.,Breslau,Leipzig,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01760,Mickiewicza,Adama   ,Mickiewicza Adama,.,.,.,.,"Mickiewicza, Adama. Konrad Wallenrod. 16. (124) Leipzig 1846, Brockhaus & Av. 1.50; geb. 2.50; Einbd. m. Goldschn. 2.65",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01761,Mierendorff,Johanna   ,Mierendorff Johanna,.,.,.,.,"Mierendorff, Johanna. Landschaftliche Scenerieen u. Blumenranken. 6 (farb.) Studienblätter. Fol. Leipzig 1893, Wezel & Naumann. 7.50; einzelne Blätter 1.80",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01762,Miessner,Elisabeth   ,Miessner Elisabeth,.,.,.,.,"Miessner, Frl. Elisabeth, Berlin S., Urbanstrasse 30, geboren 17. Mai 1856 auf Schloss Hertwigswaldau im Kreise Sagan, Schlesien, wuchs inmitten einer zahlreichen Kinderschar auf. Anfangs von einer Erzieherin unterrichtet, besuchte sie von ihrem 13. Jahre ab eine Privat-Töchterschule. E. M. verlebte eine glückliche sorgenlose Jugend. Nach dem Tode der Eltern fühlte Elisabeth das Bedürfnis, ihrem Leben eine andere Wendung zu geben. Sie ging nach Berlin, um sich auf das Lehrerinnenexamen vorzubereiten. Hier gewann sie viel Anregung durch den Umgang mit Menschen der verschiedensten Lebensstellungen. Seitdem lebte sie mit Unterbrechungen in Berlin, wo sie gegenwärtig als Lehrerin an einer Volksschule thätig ist. Ihr reges Interesse für alle Fragen der Zeit brachte sie bald mit der Frauenbewegung in Verbindung, welche sie durch ihre Mitarbeit durch Wort und Schrift zu fordern sucht. Die geringe Zeit, welche ihre übrige Thätigkeit ihr liess, widmete sie der Poesie. Im Jahre 1890 erschien von ihr ein episches Gedicht: »Die Geister vom Körnberg«. Ein bedeutenderes ähnliches Werk »Lore« ist im Oktober dieses Jahres erschienen und hat bei der Kritik ausnahmslos anerkennende Beachtung gefunden. Ausserdem ist E. M. Mitarbeiterin der »Frauenbewegung« und anderer Zeitschriften.","‒ Die Geister vom Körnberg. Ein Sang v. Einst u. Ietzt. 8. (294) Berlin 1890, A. Senff. n 2.–; geb. n 3.– ‒ Lore. Ein Gedicht. 8. (220) Berlin 1897, F. Dümmler. 2.40; geb. 3.–",.,.,.,Sagan,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01763,Mikolasch,Ida   ,Mikolasch Ida,.,.,.,.,"Mikolasch, Ida, Ps. I, Kapper-Mikolasch, Wien I, Franz-Josefsquai 33, geboren den 30. März 1860 in Prag, trat sie bereits mit 7 Jahren in einem Konzerte auf. Sie besuchte die Prager Musikakademie und das Wiener Konservatorium. Später wirkte sie als Klavierlehrerin und Pianistin. Schriftstellerisch ist sie seit 1876 thätig. Novellen und anderes sind in verschiedenen Zeitschriften erschienen. Auch als Komponistin hat sie sich bemerkbar gemacht.",.,.,.,.,Prag,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01764,Milár-Gersdorf,   ,Milár-Gersdorf,.,.,.,.,Milár-Gersdorf. Biographie s. Bertha Mohr.,"‒ Hammer u. Pflug. Eine österr. Dorfgeschichte. 8. (226) Danzig 1891, Hinstorff. 3.–; geb. 4.–",.,.,.,Gersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01765,Miradek,   ,Miradek,.,.,.,.,"Miradek, s. Baronin Irma Kolisch.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01766,Mirani,Therese   ,Mirani Therese,.,.,.,.,"Mirani, Frl. Therese, Wien I. Hegelgasse 6, geboren in Prag am 2. Dezember 1824 als die Tochter des Schriftstellers Heinrich Mirani, ist sie k. u. k. Kammerkunststickerin und Leiterin der k. k. Fachschule des Handelsministeriums in Wien. Auf dem Gebiete der Mode, der weiblichen Arbeiten und des Hauswesens ist Th. M. auch journalistisch thätig und Mitarbeiterin der »Neuen Freien Presse«, »Wiener Mode«, »Illustrierten Frauenzeitung«, »Vom Fels zum Meer« u.a.",.,.,.,.,Prag,Wien,Fels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01768,Mirus,Elise   ,Mirus Elise,.,.,.,.,"Mirus, Elise. Eine Erzählung aus dem heutigen Rom von Mademoiselle Mori. Aus dem Engl. v. E. M. 3 Bde. 8. (929) Hamburg 1868, Bernhardt. 9.–","‒ Eine halbe Million. Aus dem Engl. der Amelie B. Edwards. 4 Bde. 8. (940) Ebda. 1866. 9.– ‒ In meiner Jugend. Rom. Nach dem Englischen der Amelie B. Edwards. 4 Bde. 8. (242, 207, 188 u. 190) Leipzig 1876, E. I. Günther. n 12.–",.,.,.,Rom,Bern,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Englisch,.,.,.,.,.,.,.
unidentified01769,Mischler,Marie   ,Mischler Marie,.,.,.,.,"Mischler, Frau Marie, Graz, Brandhofgasse 17, ist in Wien geboren. Verheiratet und Mutter von 3 Kindern. Als Frau eines Universitätsprofessors, lebte sie einige Jahre in Czernowitz und in dieser Zeit hat sie, zum Teil im Verein mit ihrem Gatten, die »Sozialen und wirtschaftlichen Skizzen aus der Bukowina« in Pernerstorfers »Deutschen Warte« veröffentlicht. Später kamen dieselben in Buchform heraus.","‒ Soziale und wirtschaftliche Skizzen aus der Bukowina. 2. Abdr. 8. (131) Wien 1893, L. Weiss. n 1.70",.,.,.,Wien,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01770,Missfeldt,Karoline Eleonore Agnes ,Missfeldt Karoline Eleonore Agnes,.,.,.,.,"Missfeldt, Agnes Karoline Eleonore, geborene Riedel-Simonsen, Kiel, bis 1885 Ps. Senga, geboren den 13. Dezember 1853 in Hamburg, verlebte ihre Jugend in Schleswig-Holstein im Dorfe Langenhorn bei Bredstedt, wo ihr Vater Hauptpastor war. Sie erhielt von demselben bis zu ihrem 13. Jahre den Unterricht, besuchte dann bis zu ihrem 17. Jahre eine höhere Mädchenschule in Flensburg. Sie wirkte später als Lehrerin in Husum an der höheren Töchterschule,","‒ Einsame Seelen. Nov. Flensburg 1885, C. Missfeldt. 1.– ‒ Gedichte. 1. u. 2. Aufl. (1890) 1891 Kiel, Lipsius & Tischer. 3.– ‒ Unkel Clas. Plattdeutsches Lustsp. Kiel 1894, C. Missfeldt. 1.–",.,.,.,Husum,Flensburg,Hamburg,Schleswig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01771,Mittentzwei,Clara   ,Mittentzwei Clara,.,.,.,.,"Mittentzwei, Clara. Was sind die Männer? Unmenschen – also keine Menschen! Antwort auf die Broschüre: Beweis, dass die Frauenzimmer keine Menschen sind, v. Just. Wallfisch. 8 (30) Leipzig 1861, Poenicke. n –.50",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01772,Mitzenius,Julie   ,Mitzenius Julie,.,.,.,.,"Mitzenius, Frl. Julie, Darmstadt, Hochstrasse 18, Schwester der Folgenden, geboren am 5. Juni 1840 in Darmstadt, ist Lehrerin und hat 1876 die Staatsprüfung bestanden. Als Mitglied, jetzt Vorsitzende des »Pädagogischen Vereins« ihrer Stadt, hat sie verschiedene Vorträge gehalten, die zum Teil in der »Lehrerin« abgedruckt wurden. Eine Anzahl Gedichte »Weihnacht« betitelt, wurden von Musikdirektor Senff in Musik gesetzt. Auch ein Bändchen Gedichte unter dem Titel »Mein Liederbuch« erschien im Druck.","‒ Mein Liederbuch. 8. Darmstadt 1889. Kommissionsverlag v. L. Vogelsberger, geb. 1.20",.,.,.,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01773,Mitzenius,Karoline   ,Mitzenius Karoline,.,.,.,.,"Mitzenius, Frl. Karoline, Darmstadt, Hochstrasse 18, am 15. April 1835 zu Darmstadt, als Tochter des Direktors der Grossherzoglichen Hofbibliothek geboren, erhielt sie im Vaterhause ihren Unterricht und mannigfache Anregung für ihre dichterische Begabung, die sich schon in ihrer Kindheit im Erzählen selbsterfundener Märchen kundgab. In späteren Jahren entstanden 21 Volkserzählungen, Poesieen und dergleichen, die Veröffentlichung fanden. Sie starb den 20. Januar 1897.","‒ Die Brüder. Rom. 3 Bde. 8. (737) Hamm 1864, G. Grote'sche Buchhandlung. (C. Müller.) 3.–",.,.,.,Darmstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01774,Mitzlaff,Eugenie   ,Mitzlaff Eugenie,.,.,.,.,"Mitzlaff, Eugenie von, geboren 1831, gestorben 1881 zu Berlin.","‒ Das irdische u. das himmlische Erbe. Eine Familiengeschichte. 5. Aufl. 8. (439) Halle 1889, Frickes Verlag. 3.75; geb. n 4.50 ‒ Die Dämmerung des Lichts. Eine Geschichte aus der Zenana-Mission von Mary L. Leslie. Autoris. Übersetzg. von E. v. M. 8. (109) Gütersloh 1877, Bertelsmann. n 1.20 ‒ Durch Kreuz zur Krone. Erzählg. 2 Tle. in 1 Bde. 8. Aufl. 8. (736) Halle a. S. 1892, I. Frickes Verlag. n 6.–; geb. n 7.– ‒ Gott ist mein Heil. Erzählg. aus der Gegenwart. 6. Aufl. 8. (381) Ebda. 1894. n 3.–; geb. n 4.– ‒ Promadeni, ein Lebensbild aus der Mission in Ost-Indien. 8. (90) Ebda. 1872. n –.80",.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Englisch,.,.,.,.,.,.,.
unidentified01775,Mix,Doris   ,Mix Doris,.,.,.,.,"Mix, Doris, s. Emma Schultz.","‒ Frau Ilse. Für alle Freundinnen v. »Trotzkopf« u. »Trotzkopfs Brautzeit« erzählt. 8. (144) Mainz 1895, H. Forck. 2.50; geb. 3.– ‒ Wachsen u. Werden. Eine Erzählg. f. d. Jugend. 2. Aufl. 8. (165) Danzig 1894, Berlin, Deutschverlag v. Ernst Cumme. geb. nn 3.–; erm. Pr. 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01776,Mlynarska,Frieda   ,Mlynarska Frieda,.,.,.,.,"Mlynarska, Hofrätin Frieda von, Odessa, Gartenstrasse, Haus Russow Quartier No. 6, geboren am 16. Juli 1837 in Schirwindt, einem Grenzstädtchen Ostpreussens. Im frühesten Kindesalter verlor sie den Vater. Ihre sorgfältige Erziehung verdankt sie ihrer hochbegabten Mutter. Auch diese verlor sie sehr bald und stand nunmehr verwaist da. Sie ging bald darauf eine Ehe ein, welche 24 glückliche Jahre währte. Seit ihrem 17. Jahre lebt sie in Russisch-Polen, wo sie auch heiratete und ihre fünf Söhne ansehnliche Stellungen bekleiden. Seit 1875 hat sie mehrere Märchen, zu denen sie die Illustrationen selbst auf den Stein zeichnete, herausgegeben. Dieselben sind sämtlich vergriffen. Sehr viel hat sie sich mit der polnischen Litteratur beschäftigt und eine grosse Anzahl Bücher u.a. übersetzt.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Polnisch,.,.,.,.,.,.,.
unidentified01777,Möbius,Hermine   ,Möbius Hermine,.,.,.,.,"Möbius, Frau Hermine, Dresden, Nordstrasse 8, geboren am 22. September 1850 in Dippoldiswalde i. S. als Tochter des Stadtschulrektors Hermann Nadler. Hermine besuchte die Handelsschule in Leipzig und verheiratete sich später mit dem Lehrer Hugo Möbius, der gegenwärtig Schuldirektor in Dresden ist. Jahrelang lebte sie ganz ihren häuslichen Pflichten, hie und da ihrem Manne als Gehilfin bei seinen litterarischen Arbeiten dienend. Seit 1884 ist sie schriftstellerisch thätig auf dem Gebiete der Jugendlitteratur und Mitarbeiterin der gelesensten Jugendzeitungen. Freundschaft mit Peter Rosegger veranlasste sie, sich auch auf dem Gebiete der Volkserzählung zu versuchen und ist ihr Buch »Aus Stadt und Land« mit seiner Mitwirkung entstanden. Von ihren »Deutsche Göttersagen« wurde bereits das zehnte Tausend gedruckt. und Pet. Rosegger. Aus Stadt u. Land. Vier Erzählgn. Mit dem Bildnis des deutsch-österreich. Volksdichters. 8 (106) Dresden 1895, A. Köhler. n –.80; geb. n 1.–",‒ Deutsche Göttersagen. 8 (138) Ebda. 1891. –.80; geb. 1.– ‒ Deutsche Götteru. Heldensagen. 8. (446) Ebda. 1897. 3.– ‒ Die Nibelungensage. Für die Jugend erzählt. 8. (152) Ebda. 1892. –.80; geb. 1.– ‒ Fünf Erzählungen für jung u. alt. 8. (116) Ebda. 1891. –.60; geb. –.75 ‒ Märchen. Für die Jugend ausgewählt u. bearb. 8. (234 m. 6 Farbdr.) Ebda. 1891. geb. n 2.50 ‒ Märchen. Billige Ausgabe. 1.50 ‒ Marianne. Erzählg. 8. (175 m. Illustr.) Ebda. 1895. n 2.–; geb. 3.– ‒ Dasselbe. Billige Ausg. 12. (175) Ebda. –.80; geb. n 1.–,.,.,.,Dresden,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01778,Moeller,Antonie   ,Moeller Antonie,.,.,.,.,"Moeller, Antonie. Christkindleins Einkehr. Eine Weihnachtsgeschichte aus Berlin. 12. (32) Herborn 1896, Buchhandlung des Nassauischen Kolportage-Vereins, nn –.10","‒ Danziger Frauentrachtenbuch aus dem Jahre 1601, in getreuen Faksimile-Reproduktionen, neu herausg. nach den Orig.-Holzschn., m. begleit. Text v. A. Bertling. 4. (16 m. 20 photozinkogr. Taf.) Danzig 1886, R. Bertling geb. n 8.– ‒ Friede auf Erden. Weihnachtsgeschichte. 12. (24) Hamburg 1895, Agentur des Rauhen Hauses. n –.10 ‒ Stille Nacht, heilige Nacht. Erzählg. 12. (24) Ebda. 1894. n –.10 ‒ Walters Geheimnis. Eine Weihnachtsgeschichte. 12. (32) Herborn 1896, Buchhandlung des Nassauischen Kolportage-Vereins. nn –.10",.,.,.,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01779,Moeller,Antonie   ,Moeller Antonie,.,.,.,.,"Moeller, Antonie. Der stille Student. 12. (ca. 24 m. Bildern) Hamburg 1897, Agentur des Rauhen Hauses. –.10 Ergänzg. zu A. Moeller. Band II.","‒ Die Liebe überwindet alles. 12. (36 m. 1 Abbildg.) Ebda. 1897. –.20 ‒ Minings Bildung. 12. (ca. 24 m. Bildern) Ebda. 1897. –.10 ‒ Mütterleins Christbaum. Eine Weihnachtsgeschichte. 12. (31 m. 1 Farbdr.) Herborn 1897, Buchhandlung des Nassauischen Kolportage-Vereins. –.10 ‒ Unterm Weihnachtsbaum. Vier Weihnachtsgeschichten für jung u. alt. 12. (128 m. 4 Farbdr.) Ebda. 1898. –.60; geb. 1.– ‒ Wie August, der Lehrjunge, den hl. Abend feierte. Eine Weihnachtsgeschichte. 12. (32 m. 1 Farbdr.) Ebda. 1897. –.10",.,.,.,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01782,Mohr,Bertha   ,Mohr Bertha,.,.,.,.,"Mohr, Frau Bertha, geb. Milár-Gersdorff, Ps. B. Nigra, Berlin SW Lindenstrasse 84, geboren in Wien am 18. Oktober 1851, wandte sich – obgleich zur Lehrerin herangebildet – der Bühnenlaufbahn zu und trat 1874 zum erstenmale in Berlin im Friedrich-Wilhelmstädtischen Theater als Marie in »Fortunios Lied« auf. 1876 verehelichte sie sich mit dem Komponisten Mohr und zog sich ins Privatleben zurück. In Stunden harter Schicksalsprüfungen entstanden ihre ersten litterarischen Versuche, zu deren Veröffentlichung Herr Dr. Emil Hartmeyer, Chefredakteur der »Hamburger Nachrichten«, in aufmunternder Weise die Hand bot. Um keiner Selbsttäuschung zum Opfer zu fallen, wandte sich B. M. an ihren Landsmann Ludwig Anzengruber mit der Bitte, ihr grösseres Erstlingswerk »Hammer und Pflug«, einen österreichischen Dorfroman, prüfen zu wollen und ein rückhaltloses Urteil darüber abzugeben. Dasselbe fiel so günstig aus, dass sich die Verfasserin entschloss, ihr Buch 1891 in Danzig erscheinen zu lassen. Allmälich hat sich der Name Milár-Gersdorff, unter welchem Namen Frau B. M. schreibt, in allen bedeutenderen deutschen Tagesblättern eingebürgert. Werke s. B. Milár-Gersdorff.",.,.,.,.,Hamm,Wien,Danzig,Hamburg,Berlin,Gersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01784,Möller,Martha   ,Möller Martha,.,.,.,.,"Möller, Martha. Kochbuch für die bürgerliche Küche. 16. (95) Hainichen i. S., 1891, Flöha, A. Peitz & Sohn. Vergriffen. – Neue Auflage erscheint nicht. –.30",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01785,Möller,Wendula Hedwig  ,Möller Wendula Hedwig,.,.,.,.,"Möller, Wendula Hedwig, geboren 1741 in Rostock, gestorben 14. Januar 1804.",.,.,.,.,Rostock,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01786,Molotka,Charlotte   ,Molotka Charlotte,.,.,.,.,"Molotka, Charlotte. Vielliebchen. Bilder aus deutschem Familienleben. 8. (278 in 4 Lichtdr.) Stuttgart 1807, Krabbe. geb. n 5.50",.,.,.,.,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01787,Mölte,Cäcilie   ,Mölte Cäcilie,.,.,.,.,"Mölte, Cäcilie. Kinderfreuden. Lehrreiche Geschichten u. Reime f. die Kinderwelt. 1. Reihe. 1. Bdchn. Am langen Winterabend. 4. (32 m. H.) Halle 1878, Schwetschkes Separat-Konto. kart. 1.–",‒ Dasselbe. 2. Bdchn. Für Regentage im Sommer. (32 m. H.) Ebda. n 1.–,.,.,.,Halle,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01788,Monika,   ,Monika,.,.,.,.,"Monika, s. Friederike Auguste Wilhelmine Nordmann.","‒ Gedichte. 16. (79) Halle 1863, Fricke. n 1.20",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01789,Montagni,Frida   ,Montagni Frida,.,.,.,.,"Montagni, Frida, Biographie s. Baronin Helene Friedberg.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01793,Montua,Emma   ,Montua Emma,.,.,.,.,"Montua, Emma, Ps. Dora Schwerk und E. Schwerk, Crantz, Ostpr., Plantagenstrasse 4.","‒ Das Hünengrab. Rom. 8. (179) Königsberg 1897, Bon's Buchhandlung, n 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01795,Mora,   ,Mora,.,.,.,.,"Mora, s. Henriette Perl.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01796,Morata,Olympia Fulvia  ,Morata Olympia Fulvia,.,.,.,.,"Morata, Olympia Fulvia, Gelehrte, geboren 1526 in Ferrara, gestorben am 26. Oktober 1555 in Heidelberg.",.,.,.,.,Heidelberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
unidentified01802,Morich,Alwine   ,Morich Alwine,.,.,.,.,"Morich, Alwine, geboren den 2. Januar 1835 zu Braunschweig als Tochter eines dortigen Oberlehrers am Gymnasium, ist Dichterin.",.,.,.,.,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
